2004	15359380
2004	15514891
2004	15053010
2004	15154117
2004	15208783
2004	14681830
2004	14691730
2004	15372378
2004	15449241
2004	15272417
2011	21549336
2011	21549338
2011	21944045
2011	21665001
2011	21782149
2011	21376301
2011	21636067
2011	21835305
2011	21473986
2011	21549343
2011	22036171
2011	22100073
2011	21397065
2011	21565291
2011	21565292
2011	21529752
2011	21353196
2011	21376300
2011	21665002
2011	21194677
2005	16080112
2005	15714686
2005	15846561
2005	15988677
2005	16252239
2005	15526234
2005	15747259
2005	15726498
2005	15776395
2005	15739154
2005	15580547
2005	15570555
2005	16252233
2005	16380905
2005	15611928
2005	16380917
2005	15712104
2005	15800845
2005	15759212
2005	15952089
2002	11799475
2002	12145742
2002	12016592
2002	12080485
2002	11951177
2002	12145749
2002	11813133
2002	11731936
2002	12515255
2002	11951176
2002	12384858
2002	12145747
2002	11781875
2002	11992269
2002	11822023
2002	12145744
2002	12428213
2002	12058347
2002	12424708
2002	11845408
1998	9718347
1998	9497253
1998	9634522
1998	9792853
1998	9463308
1998	9792882
1998	9758627
1998	9497255
1998	9838272
1998	9443866
1998	9718346
1998	9718360
1998	9683585
1998	9837829
1998	9497249
1998	9718357
1998	9683604
1998	9463309
1998	9545410
1998	9837820
2001	11577372
2001	11112662
2001	11359216
2001	11462173
2001	11156534
2001	11353403
2001	11083946
2001	11283796
2001	11333381
2001	11443547
2001	11309687
2001	11410843
2001	11083947
2001	11179004
2001	11519010
2001	11509994
2001	11179018
2001	11536080
2001	11254449
2001	11309680
1993	8352278
1993	8328463
1993	8434583
1993	8434594
1993	8352283
1993	8430703
1993	8460646
1993	8102508
1993	8105686
1993	8352275
1993	8503437
1993	8488836
1993	8328452
1993	8328456
1993	8434605
1993	8488834
1993	7902670
1993	8387722
1993	8328462
1993	8503442
1997	9042931
1997	8981970
1997	9245996
1997	9311748
1997	9399915
1997	8981950
1997	9199562
1997	9042937
1997	9399882
1997	9326327
1997	9042906
1997	11644969
1997	9326328
1997	8981969
1997	9150164
1997	9326322
1997	9199548
1997	9012405
1997	9382097
1997	9382104
2009	19375058
2009	19576565
2009	19836009
2009	19084217
2009	19944400
2009	19853236
2009	19716112
2009	19327736
2009	19931040
2009	19732864
2009	19118813
2009	19268277
2009	19896111
2009	19836010
2009	19664745
2009	19576569
2009	19230858
2009	19896112
2009	19804848
2009	19559399
1992	1284474
1992	1284534
1992	1284538
1992	1301924
1992	1301930
1992	1301931
1992	1301933
1992	1301950
1992	1301957
1992	1363805
1993	7509237
1993	8100466
1993	8257990
1993	8318989
1993	8318991
1993	8318995
1993	8364588
1993	8401541
1993	8477262
1993	8477263
1994	7866409
1994	7951257
1994	7981715
1994	7981720
1994	7981721
1994	8019556
1994	8019568
1994	8081391
1994	8199594
1994	8199597
1995	7537150
1995	7550228
1995	7550232
1995	7581409
1995	7599639
1995	7599640
1995	7728151
1995	7728155
1995	8535441
1995	8535449
1996	8723680
1996	8723688
1996	8723698
1996	8829645
1996	8829650
1996	8829663
1996	8956037
1996	8956047
1996	8956055
1996	8956059
1997	9067759
1997	9090528
1997	9143924
1997	9143927
1997	9222768
1997	9259194
1997	9259197
1997	9375854
1997	9401007
1997	9401011
1998	9452022
1998	9452040
1998	9452048
1998	9452051
1998	9452055
1998	9452089
1998	9452104
1998	9633815
1998	9792408
1998	9829906
1999	10090486
1999	10094553
1999	10094554
1999	10094560
1999	10338100
1999	10408772
1999	10408782
1999	10477429
1999	10477438
1999	10533067
2000	10649495
2000	10737991
2000	10738001
2000	10738004
2000	10790217
2000	10790218
2000	10862097
2000	10874330
2000	11058905
2000	11102997
2001	11139239
2001	11139269
2001	11180609
2001	11295840
2001	11317353
2001	11385711
2001	11438995
2001	11524732
2001	11524734
2001	11668643
2002	11793474
2002	11793480
2002	11968082
2002	11968091
2002	12204007
2002	12325018
2002	12402331
2002	12402345
2002	12442272
2002	12442283
2003	12497643
2003	12552556
2003	12552571
2003	12619118
2003	12655559
2003	12673796
2003	12673802
2003	12872253
2003	12938095
2003	14517964
2004	14695528
2004	14695532
2004	14722921
2004	14974085
2004	15024727
2004	15024732
2004	15146469
2004	15365989
2004	15365995
2004	15459972
2005	15712269
2005	15776426
2005	15937921
2005	16086324
2005	16088919
2005	16110485
2005	16110494
2005	16116623
2005	16138310
2005	16211558
2006	16281286
2006	16329098
2006	16395665
2006	16411177
2006	16671095
2006	16673358
2006	16906510
2006	16917930
2006	16941471
2006	17041889
2007	17024664
2007	17203459
2007	17279550
2007	17285591
2007	17311297
2007	17492639
2007	17579354
2007	17594715
2007	17621637
2007	17621639
2008	17721928
2008	17879353
2008	17918732
2008	18381613
2008	18429048
2008	18446851
2008	18449911
2008	18454449
2008	18521937
2008	18752264
2009	18683858
2009	18726931
2009	18767143
2009	19058223
2009	19191333
2009	19370757
2009	19462467
2009	19626718
2009	19718767
2009	19842213
2010	19847796
2010	20052763
2010	20127982
2010	20186687
2010	20333758
2010	20506298
2010	20506408
2010	20607857
2010	20652909
2010	20672374
2011	21280151
2011	21394829
2011	21394830
2011	21412943
2011	21412948
2011	21412953
2011	21786366
2011	21882294
2011	21898660
2011	21901788
2012	21922597
2012	22052681
2012	22213154
2012	22275001
2012	22290723
2012	22331697
2012	22434506
2012	22473970
2012	22570304
2012	22623374
